-1.#IND
1677000395.891809
1677000395.8926489
1225842663.8865156
1225842663.8907511
1027962144.8748369
1027962144.8744391
955410986.10458565
955410986.10482335
751699734.31921339
751699734.31684339
680271022.78928602
680271022.78941822
585768291.74362028
585768291.74388599
537789730.26977611
537789730.27000833
496723559.55997884
496723559.5610292
428891200.59368354
428891200.59364343
391881741.17056865
391881741.17159843
387630467.54266715
387630467.54269409
367126729.43419486
367126729.43407828
315679368.72849572
315679368.72889662
312370440.89552701
312370440.89546311
305936276.43022674
305936276.43048239
281388901.79408908
281388901.79421997
267265052.56940264
267265052.56967488
251728501.12536821
251728501.12542126
243857456.44261125
243857456.44264558
231085525.19910011
231085525.19931719
228960017.98987678
228960017.98990694
211787656.687895
211787656.68784153
208861873.51253471
208861873.51256892
204418039.40689293
204418039.40707463
196887268.31348959
196887268.31344032
185918869.93343893
185324332.3445828
182428440.78120419
182428440.78150094
179144051.67225221
179144051.67229402
174688372.60627776
174688372.6062299
167716582.8556987
166625170.88987768
166038132.23993197
166038132.23976541
160427934.37510538
159924251.77640438
159924251.7764408
158588090.28964725
155242712.52894142
153741806.37605333
153438230.96726492
152413201.87012684
149395588.9545393
146778186.33256087
144163188.10311598
142793654.80304727
142793654.80306885
142307283.75047132
142109259.54358259
141112668.62461776
138528243.24775583
135863094.10627595
134054727.59781048
133497316.41943596
132772776.18168928
130783317.56249359
130783317.56254709
130285849.52096245
127665201.60900037
126092671.98692863
125582685.13487481
124603923.91484599
122162775.82075155
120504428.98884511
119866194.74788962
119866194.74786915
119778443.95716028
118986488.69439214
116748439.30708955
115720336.14365542
114120204.36508301
113549465.01455826
111777989.10793139
111777989.10791132
111329932.21167964
110958875.82892199
109048473.48532401
108462935.18416148
106770529.96069047
105832395.9259427
104446928.57341994
104446928.57351924
104456256.70187956
103215957.62233475
102199484.54935327
100713666.99733041
99942720.809423655
98790398.399877533
98790398.399861336
98409359.10054487
97481307.908363283
96207128.511206135
94918705.459027484
93659309.22443755
94058064.436600834
94036156.142106622
92380953.779532611
91824721.63551484
90334672.654101625
90021730.428444475
89667062.116088077
89431775.402653664
87822160.802323669
87446992.750762373
86888244.808241084
86053958.510457292
85654234.49383086
84374820.623243868
84312777.403303042
83479408.787693903
82839647.314000085
81816883.437870398
81240042.790390342
81247563.212840542
79647625.082150042
79450510.663793281
78883116.47078678
78061183.534489825
77197443.73062101
76501858.265801817
76396038.658192441
74894006.053077057
74963818.091957927
73958676.87261641
73310486.858659476
72693609.377704903
71726016.834160581
71557178.042999104
70371374.495493427
70137268.200400919
69225132.309193909
68557957.933408648
67979797.180369407
66984013.563869469
66928512.764699519
65387766.535471104
65563317.165863134
64668149.752741888
63805695.952202395
63153726.161955498
62220272.517253444
62375333.422830127
60814027.108089685
60622696.027049847
60023638.182347603
59062650.177038193
58504619.912873454
57474610.489581078
57606780.715135008
56268227.664255805
55894499.26105652
55141321.338525094
54311291.422593981
54052951.49602218
52741408.824334055
52651050.736191764
51844262.947263472
51147617.386250585
50199438.633195184
49638263.571656853
49543110.770197704
48012369.19038403
47776555.600519225
47321106.334996603
46416420.699275799
45515402.436027043
44832297.594131976
44912195.984275311
43340090.842574693
43229176.614598066
42430663.121893235
41680329.707915403
41137879.374690853
40111260.316539943
39916165.972614765
38985434.184114724
38515501.795338728
37439432.083390325
36988558.185329214
36757928.794934899
35385627.995728977
35038565.968860783
34534132.930367611
33793108.060042009
32841244.017387513
32183005.370792523
32122876.597055055
30877302.541366614
30432281.025516391
29635175.787566792
29192280.113692604
28445664.214745175
27588617.732157018
27140377.221585602
26408735.25916145
25970603.368378978
24821665.331917182
24357572.039097983
24210918.85153991
23054848.898991492
22251034.182145026
22017594.462409183
21432807.553481404
20017554.519434769
20257177.946973182
19427368.365144473
18450292.664482061
18291003.894061834
17071793.221367553
16920400.826702021
16380877.575248873
15441029.148200409
14975877.819885515
13971585.106792482
14473717.693401963
12535407.386685142
12910457.379681641
11579363.928433759
11143040.451470612
10272231.950040191
9824706.5069999117
9631162.5794396754
8833859.5611430518
8595291.7726163827
8076632.8031956991
7608239.9046988683
5262061.9896428939
7206211.9985549469
5520392.6551346248
5686034.8328338554
5987415.2994902804
6731993.6622275403
6380586.4178102454
6361887.1232814267
-1.#IND
-1.#IND
-1.#IND
-1.#IND
-1.#IND
