0
1.4625828692935938
2217246.1084522218
3171091.823339554
4434492.2169055454
-1.#IND
88426633.814217314
-1.#IND
22198108.706158753
55327264.844198726
-1.#IND
6342183.6466794135
34791314.905873418
-1.#IND
28510351.879462097
6651738.3254095009
8868984.3967490401
9513275.4700932093
11086229.689200768
12684367.24035457
13303516.365568716
15521048.549108179
15855457.896655176
17734959.779116072
19026607.739979357
19934606.210416272
22259037.301129133
24326292.608502727
25364431.006743591
27369821.180969287
27794600.290431783
31834739.008873258
38685149.942432716
39144150.855593905
39298020.324122541
39751667.339942239
56203788.315695629
61634705.397335544
61828423.972168759
88149578.693299204
