646262400000000.25, -788918381465379.12, 203361700975521.5, -95155200000000.031, 57575476587771.555, -40538213159056.297, 31718400000000.004, -26940205375564.672, 24528422436706.961, -11894400000000, 94356353333333.375, -115184577584443.67, 29691451199565.355, -13892960000000.004, 8406201586616.8818, -5918707268654.1865, 4630986666666.667, -3933355146902.166, 3581227213817.7666, -1736620000000, 63448293333333.359, -77453871497512.375, 19965501406643.043, -9342080000000.002, 5652604464297.1572, -3979932051942.0557, 3114026666666.667, -2644916450545.5845, 2408134129059.8032, -1167760000000
1.9825795764924321e+018, -2.8645772287479332e+018, 1.0713293385388723e+018, -2.722847521959431e+017, 1.3221459296808808e+017, -84010780813614352, 62275666533839760, -51353795901488520, 46060381270217232, -22232998144469864, 2.8946288540223021e+017, -4.1823733075970509e+017, 1.564174700609847e+017, -39754434553951336, 19303748523695280, -12265839569590642, 9092444176755180, -7497816538744535, 6724961269293504, -3246088010967283.5, 1.946442970006728e+017, -2.8123643938682797e+017, 1.051802149223293e+017, -26732180036347736, 12980470900963020, -8247951086469791, 6114056392214548, -5041776693395399, 4522083571437725, -2182775584576450.2
-1.3614237609797155e+017, 5.2953761502699501e+017, -6.6987784901029965e+017, 3.3519009053551744e+017, -84010780813614352, 40326547720894824, -25807971515117244, 19622737949365564, -16883743284897136, 8045729489126739, -19877217276975668, 77314165742549440, -97804283540848336, 48938812804831712, -12265839569590644, 5887803445576101, -3768045424114113, 2864981771054212.5, -2465079891664822.5, 1174701939182075.2, -13366090018173868, 51988569858414352, -65766794202336184, 32908055902252816, -8247951086469793, 3959151312092425, -2533756794499370.5, 1926507303247842, -1657600220134809.5, 789907945606557.75
31718399999999988, -84010780813614336, 2.4503286237169152e+017, -3.5524608000000032e+017, 1.9812412657255174e+017, -51353795901488544, 25374720000000036, -16883743284897166, 13587971055756996, -6343680000000007, 4630986666666665, -12265839569590640, 35775572492259124, -51867050666666712, 28926748779965768, -7497816538744538, 3704789333333338.5, -2465079891664827, 1983886727775147.5, -926197333333334.37, 3114026666666665.5, -8247951086469790, 24056663250198960, -34877098666666696, 19451290527169344, -5041776693395401, 2491221333333337, -1657600220134812.7, 1334030222631725, -622805333333334
-12903985757558632, 30206513740233136, -51353795901488544, 1.7346544293064307e+017, -2.7175292224176867e+017, 1.6268936078041712e+017, -44465996288939728, 23365232004917284, -16883743284897136, 7633894018442075, -1884022712057058, 4410246493439237.5, -7497816538744538, 25326503018413148, -39676785699446824, 23753160959652272, -6492176021934567, 3411397733755335, -2465079891664822.5, 1114572658587812.4, -1266878397249686.2, 2965593765578309.5, -5041776693395401, 17030367705532666, -26679966410836004, 15972401125314426, -4365551169152900.5, 2293935240622663.5, -1657600220134809.5, 749475053720735.62
7633894018442076, -16883743284897140, 23365232004917284, -44465996288939728, 1.6268936078041712e+017, -2.7175292224176867e+017, 1.7346544293064307e+017, -51353795901488544, 30206513740233136, -12903985757558632, 1114572658587812.5, -2465079891664823, 3411397733755335, -6492176021934567, 23753160959652272, -39676785699446824, 25326503018413148, -7497816538744538, 4410246493439237.5, -1884022712057058, 749475053720735.62, -1657600220134810, 2293935240622663.5, -4365551169152900.5, 15972401125314426, -26679966410836004, 17030367705532666, -5041776693395401, 2965593765578309.5, -1266878397249686.2
-6343680000000006, 13587971055756996, -16883743284897160, 25374720000000032, -51353795901488544, 1.9812412657255171e+017, -3.5524608000000032e+017, 2.4503286237169152e+017, -84010780813614352, 31718399999999996, -926197333333334.25, 1983886727775147.5, -2465079891664826, 3704789333333338, -7497816538744538, 28926748779965764, -51867050666666712, 35775572492259124, -12265839569590642, 4630986666666666, -622805333333334, 1334030222631725, -1657600220134812, 2491221333333336.5, -5041776693395401, 19451290527169340, -34877098666666696, 24056663250198960, -8247951086469791, 3114026666666666
8045729489126739, -16883743284897136, 19622737949365564, -25807971515117244, 40326547720894824, -84010780813614352, 3.3519009053551744e+017, -6.6987784901029939e+017, 5.2953761502699501e+017, -1.3614237609797155e+017, 1174701939182075.2, -2465079891664822.5, 2864981771054212.5, -3768045424114113, 5887803445576101, -12265839569590644, 48938812804831712, -97804283540848304, 77314165742549440, -19877217276975668, 789907945606557.75, -1657600220134809.5, 1926507303247842, -2533756794499370.5, 3959151312092425, -8247951086469793, 32908055902252816, -65766794202336160, 51988569858414352, -13366090018173868
-22232998144469868, 46060381270217240, -51353795901488536, 62275666533839776, -84010780813614352, 1.3221459296808811e+017, -2.7228475219594317e+017, 1.0713293385388726e+018, -2.8645772287479337e+018, 1.9825795764924321e+018, -3246088010967284, 6724961269293505, -7497816538744537, 9092444176755182, -12265839569590644, 19303748523695284, -39754434553951344, 1.5641747006098474e+017, -4.1823733075970515e+017, 2.8946288540223021e+017, -2182775584576450.7, 4522083571437726, -5041776693395400, 6114056392214549, -8247951086469793, 12980470900963022, -26732180036347744, 1.0518021492232931e+017, -2.81236439386828e+017, 1.946442970006728e+017
11894400000000, -24528422436706.961, 26940205375564.672, -31718400000000.004, 40538213159056.297, -57575476587771.555, 95155200000000.031, -203361700975521.5, 788918381465379.12, -646262400000000.12, 1736620000000, -3581227213817.7666, 3933355146902.166, -4630986666666.667, 5918707268654.1865, -8406201586616.8818, 13892960000000.004, -29691451199565.355, 115184577584443.67, -94356353333333.344, 1167760000000, -2408134129059.8032, 2644916450545.5845, -3114026666666.667, 3979932051942.0557, -5652604464297.1572, 9342080000000.002, -19965501406643.043, 77453871497512.375, -63448293333333.344
