2.6088140000000029e+017, -3.1720666117854394e+017, 79326372990313968, -35274476895496204, 19856324049481272, -12719933722408116, 8843388600222010, -6505967292866197, 4988904527846948, -3948825203215435, 3204876785656627.5, -2654453549928323, 2235826220931397.2, -1910050607079299.2, 1651572702923360.7, -1443061168330725, 1272425172419073.5, -1131021812000379, 1012540156394716.1, -912285027197804.37, 826704869199604.25, -753073070941852.5, 689268274344608.87, -633620030649853.75, 584798497234354.62, -541734377591421.31, 503559986031832.44, -469565298908840.5, 439164790169583.06, -411872129602696.87, 387280683360427.19, -365048344445188.75, 344885628191770.5, -326546253640788.69, 309819634779271.44, -294524851547575.87, 280505776488210.84, -267627110649542.94, 255771139917652.22, -244835065947532.06, 234728798252798.69, -225373118601455.62, 216698147671507.31, -208642058405563.31, 201149991735509.66, -194173139112949.59, 187667963161782.94, -181595533202079.94, 175920956707530.72, -170612891200919.75, 165643123852918.47, -160986208274469.47, 156619149794390.09, -152521131978615.59, 148673278343640.66, -145058444197434.81, 141661034348324.25, -138466843089239.97, 135462913417700.33, -132637412911990.62, 129979524068104.47, -127479347223713.95, 125127814465722.23, -122916613145728.05, 120838117820252.61, -118885329595768.08, 117051821997278.22, -115331692597429.97, 113719519744176.55, -112210323811590.34, 110799532472804.14, -109482949558127.22, 108256727116706.62, -107117340348008.84, 106061565110983.27, -105086457754971.11, 104189337048030.42, -103367768006021.73, 102619547450112.61, -101942691141789.14, 101335422363429.59, -100796161829345.98, 100323518827246.56, -99916283503577.531, 99573420218396.812, -99294061906519.953, 99077505391836.547, -98923207611082.5, 98830782712114.828, -49400000000000, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
79301665294635984, -39638478799478984, -52889741540397144, 19843954795892456, -10591140262069616, 6625654491095517, -4548501752374428, 3321100022174794.5, -2534310932845718.5, 1999301397185647.2, -1618793769965899.2, 1338427020071082, -1125848637084975.7, 960810797578090.87, -830108405664986.75, 724828028100440.62, -638774932474811.87, 567534488617604, -507891293615591.56, 457458161352391, -414432529794091.37, 377432589539343, -345384634245559.69, 317444109658709.87, -292939308105602.12, 271330574714115.22, -252180324838651.06, 235130716625597.41, -219886822961899.56, 206203806975474.34, -193877048045003.69, 182734467032973.28, -172630508077474.94, 163441380444942.62, -155061267630709.69, 147399285297668.09, -140377023613342.17, 133926549091167.69, -127988770293753.05, 122512093587346.42, -117451311567377.06, 112766679239193.27, -108423142564547.55, 104389691317227.23, -100638813873668.56, 97146035996087.578, -93889529142947.75, 90849776585821.156, -88009287789385.437, 85352353248503.656, -82864833369138.969, 80533976101908.312, -78348258945185.328, 76297251672857.969, -74371496744467.906, 72562404849406.094, -70862163443292.281, 69263656470383.023, -67760393744146.992, 66346448689646.398, -65016403344584.445, 63765299677678.633, -62588596418930.812, 61482130710881.453, -60442083986708.719, 59464951563047.492, -58547515505107.617, 57686820381069.969, -56880151573497.953, 56125015858987.914, -55419124004637.305, 54760375162080.086, -54146842867617.406, 53576762481019.992, -53048519916454.531, 52560641537156.523, -52111785101333.984, 51700731660674.133, -51326378325024.039, 50987731817568.539, -50683902754343.055, 50414100590371.82, -50177629182269.594, 49973882923917.523, -49802343417939.75, 49662576651266.828, -49554230648165.531, 49477033578820.641, -49430792305947.687, 24707695678028.707, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-19831593247578492, 52889741540397144, -9903431222837876, -31760225544292992, 13243054241747840, -7574539473708329, 4976477292142840, -3543613793370939, 2661858882031126, -2077846720541859.2, 1669904455132357, -1373176607054941.5, 1150335496216565.5, -978588120845435.75, 843344764118998.87, -734899465680723.87, 646584039958315, -573690486499185.75, 512815777285321.62, -461449365929065.06, 417705580015040.62, -380145388928524, 347654916966613.87, -319360913140425.19, 294570841480091.31, -272729710100828.19, 253388490923232.72, -236180699771155.19, 220804809449078.41, -207010890399262.81, 194590354679608.72, -183368004911444.41, 173195813947533.28, -163948017261118.12, 155517210410581.94, -147811222810817.91, 140750596052347.97, -134266536646178.02, 128299243779967.28, -122796535526642.92, 117712714105130.89, -113007623779498.75, 108645864887528.7, -104596135098912.41, 100830674889196.08, -97324798798324.984, 94056497632836.016, -91006099599997.578, 88155980604313.156, -85490315723161.562, 82994865308868.922, -80656790315677.5, 78464492380781.859, -76407474944436.469, 74476222310594.609, -72662094054390.25, 70957232597865.359, -69354482117931.852, 67847317234343.516, -66429780161356.719, 65096425203532.117, -63842269640797.844, 62662750186139.234, -61553684315694.281, 60511235869361.844, -59531884403318.547, 58612397846593.32, -57749808074115.672, 56941389060129.875, -56184637319951.305, 55477254385892.797, -54817131095776.992, 54202333500576.391, -53631090222066.547, 53101781112499.398, -52612927086684.344, 52163181012903.531, -51751319563127.297, 51376235935322.961, -51036933371513.562, 50732519404852.383, -50462200777514.281, 50225278978823.25, -50021146359871.352, 49849282787053.562, -49709252802552.203, 49600703264939.883, -49523361447816.148, 49477033578820.641, -24730801902770.625, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8818619223874051, -19843954795892456, 31760225544292992, -4396924923763043.5, -22714181488152380, 9946754513270312, -5901117339012502, 3988642375378430.5, -2905360271304542, 2223301605398050.2, -1762578138507421.5, 1435229819199941, -1193565698996695.2, 1009698704635573.1, -866349361388171.62, 752307090125648.5, -660020940961065.5, 584243783737553.5, -521231835556827.31, 468252683608416.81, -423272393142209.62, 384750556155890.62, -351502546717294.69, 322604824974224.75, -297328514297321.25, 275091965110352.09, -255426325670770.03, 237950184722071.5, -222350645191774.25, 208369024878236.03, -195789931558289.62, 184432829844808.03, -174145469240386.94, 164798717231735.09, -156282463564586.28, 148502348688349.59, -141377131765591.78, 134836558976839.98, -128819626123999.36, 123273154190351.92, -118150614948731.91, 113411157608739.73, -109018798057901.84, 104941740341386.33, -101151806263960.19, 97623953842181.25, -94335869120240.141, 91267618838855.641, -88401353799793.187, 85721054639515.734, -83212313220823.125, 80862144052483.359, -78658821116311.594, 76591736267191.391, -74651276011654.141, 72828713994123.422, -71116116949767.203, 69506262237210.055, -67992565357501.633, 66569016109146.867, -65230122231815.445, 63970859560902.32, -62786627857315.281, 61673211596508.211, -60626745101742.047, 59643681492007.945, -58720764987579.406, 57855006177896.156, -57043659909175.703, 56284205494242.922, -55574328985762.031, 54911907287346.906, -54294993905742.164, 53721806172105.711, -53190713781964.508, 52700228522148.656, -52248995069347.937, 51835782759228.867, -51459478237596.812, 51119078916135.641, -50813687165028.922, 50542505183438.852, -50304830496558.812, 50100052034894.953, -49927646757694.937, 49787176788130.812, -49678287033052.633, 49600703264939.883, -49554230648165.531, 24769376347959.137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-4964081012370318, 10591140262069616, -13243054241747840, 22714181488152380, -2469628748446847, -17695999959663574, 7972315399038665, -4838245043843751, 3331489530267990.5, -2464534293152263, 1910857086065720.2, -1532033678053863, 1259762646694601.2, -1056670175198188.9, 900703397597477.25, -778077475093526, 679773569567127.5, -599668174144575.75, 533473679505054.44, -478108894946362.69, 431309728812670.87, -391380057414256.62, 357027557413567.56, -327252727829042.25, 301272165331539, -278464454408127.12, 258331322291182.12, -240469303236420.81, 224548768135272.66, -210298199868010.66, 197492259950762, -185942632250527.31, 175490926028100.56, -166003123466581.06, 157365197749680.09, -149479626944840.84, 142262599652997.19, -135641759379851.8, 129554371760403.19, -123945826148441.95, 118768403439599.95, -113980257266939.06, 109544567259076.3, -105428831857453.12, 101604274953666.84, -98045345840027.172, 94729296040677.812, -91635819783112.094, 88746747386543.859, -86045782838771.766, 83518278423552.078, -81151040534760.453, 78932161839670.219, -76850875783752.969, 74897430103985.047, -73062976568225.937, 71339474609478.984, -69719606895147.937, 68196705178098.148, -66764685030593.234, 65417988273718.82, -64151532091505.414, 62960663966879.695, -61841121700863.594, 60788997881198.617, -59800708255135.031, 58872963536214.57, -58002744238720.25, 57187278187905.414, -56424020400657.156, 55710635071150.352, -55044979430346.633, 54425089277754.437, -53849166009412.461, 53315564988198.367, -52822785121801.945, 52369459530469.68, -51954347201285.844, 51576325538610.648, -51234383731612.344, 50927616869827.383, -50655220746554.633, 50416487297798.625, -50210800631566.477, 50037633608716.172, -49896544942358.945, 49787176788130.812, -49709252802552.203, 49662576651266.828, -24823515476629.988, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
3179983430602029, -6625654491095517, 7574539473708329, -9946754513270312, 17695999959663574, -1577545037773712.5, -14508707280684038, 6658828439431524, -4104145343693595, 2863309395634880, -2142174270370389.5, 1677241057839210.2, -1356317709498103.5, 1123773350242883, -949006600071196.5, 813862280101355.87, -706929537952161.12, 620702038226839.25, -550055979923943.12, 491385092046671.5, -442084789336840.5, 400231933399216.87, -364379127840899, 333418650243714.69, -306490120948707.62, 282916430541341.75, -262158386187423.56, 243782034710311.41, -227434741871416.47, 212827428232720.19, -199721203893284.56, 187917192461368.31, -177248698308522.12, 167575116733788.03, -158777155168200.03, 150753050874365.16, -143415553399823.56, 136689499219655.53, -130509848789506.42, 124820087501320.37, -119570915121287.22, 114719165496285.83, -110226911253259.5, 106060718025677.47, -102191020237441.03, 98591596245363.437, -95239125114945.062, 92112810795147.625, -89194062199180.234, 86466219863763.062, -83914321579597.703, 81524900759739.328, -79285812415588.047, 77186082500071.281, -75215777098832.344, 73365888537447.062, -71628235952817.906, 69995378271089.469, -68460537859346.445, 67017533387189.172, -65660720657523.578, 64384940351937.805, -63185471791593.031, 62057991945050.578, -60998539024279.273, 60003480102789.805, -59069482268335.594, 58193486889267.914, -57372686630389.492, 56604504902616.602, -55886577472259.602, 55216735991365.148, -54592993241241.492, 54013529907772.984, -53476682730057.922, 52980933883808.937, -52524901478287.219, 52107331060679.469, -51727088035092.547, 51383150915005.18, -51074605338316.109, 50800638783257.695, -50560535931578.836, 50353674632686.031, -50179522428996.781, 50037633608716.172, -49927646757694.937, 49849282787053.562, -49802343417939.734, 24893355054599.199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-2210847150055502.5, 4548501752374428, -4976477292142840, 5901117339012502, -7972315399038665, 14508707280684038, -1092934039589798.2, -12307322777046966, 5723051464313412, -3567324902537963.5, 2513249219251355.5, -1896478479131965.5, 1496185656622202.2, -1218123202791948.7, 1015424992939289.6, -862228786691506.87, 743138596012991.37, -648443316656166, 571731539727748.5, -508610872080567.37, 455978597966681.75, -411585789614679.75, 373766081209865.25, -341261029981339, 313104313168319.06, -288542951239799.06, 266982503239023.53, -247948175045626.09, 231056727354120.44, -215995859604251.81, 202508861877611.06, -190383039038618.53, 179440875808912.87, -169533220140639.78, 160533971039970.72, -152335900490973.09, 144847339217156.59, -137989526778834.95, 131694477162551.05, -125903247709307.89, 120564526091377.06, -115633469914689.36, 111070748356390.87, -106841746419256.7, 102915900869814.34, -99266143422018.344, 95868431736693.516, -92701352695962.312, 89745785451626.297, -86984614137302.094, 84402482025721.797, -81985580417683.75, 79721466753097.266, -77598907402581.031, 75607741380182.844, -73738761852643.984, 71983612838254.078, -70334698912184.477, 68785106083661.586, -67328532297974.086, 65959226254618.141, -64671933431048.734, 63461848366862.773, -62324572401686.555, 61256076176337.687, -60252666304828.289, 59310955707609.742, -58427837166680.586, 57600459722885.961, -56826207586646.758, 56102681276887.086, -55427680740255.562, 54799190234828.805, -54215364790157.906, 53674518079444.594, -53175111560382.211, 52715744759240.289, -52295146588516.508, 51912167602259.055, -51565773105270.5, 51255037043080.133, -50979136609029.234, 50737347513230.305, -50529039865692.453, 50353674632686.031, -50210800631566.477, 50100052034894.961, -50021146359871.352, 49973882923917.523, -24979070875894.383, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1626491823216549.2, -3321100022174794.5, 3543613793370939, -3988642375378430.5, 4838245043843751, -6658828439431524, 12307322777046966, -800705471754880.75, -10697530265002732, 5023367242935262, -3158172049450030.5, 2241948118182373.5, -1703247272264170.5, 1351931249733858, -1106737182971413.2, 927185743901817.62, -790894232228981, 684508423628457.5, -599585011010898.75, 530535724664659.06, -473522302601525.62, 425826425767926.19, -385472656795307.56, 350993479390810.12, -321277777010072.62, 295470196427484.5, -272902573221666.34, 253046142356323.44, -235477564973622.37, 219854345251420.69, -205896756927164.34, 193374363773847.28, -182095834702252.91, 171901156460222.87, -162655614568103.66, 154245094372799.09, -146572378810086.16, 139554206544690.42, -133118915794213.5, 127204543321496.16, -121757280116057.8, 116730208769139.11, -112082264936355.58, 107777378280759.56, -103783758092152.64, 100073296233116.91, -96621065775503.375, 93404898102169.422, -90405024678182.422, 87603772379549.437, -84985303381024.594, 82535392278765, -80241234457325.141, 78091280778648.891, -76075094530574.562, 74183227267914.578, -72407110744418, 70738962595329.422, -69171703808499.758, 67698886333340.094, -66314629434178.656, 65013563607971.641, -63790781063958.75, 62641791911247.562, -61562485324693.422, 60549095064034.68, -59598168809479.969, 58706540851603.328, -57871307736770.789, 57089806523258.914, -56359595349269.375, 55678436053461.734, -55044278622467.187, 54455247268980.344, -53909627969183.156, 53405857310037.484, -52942512515905.164, 52518302540439.242, -52132060124104.734, 51782734730332.836, -51469386284453.258, 51191179649404.469, -50947379780983.695, 50737347513230.289, -50560535931578.836, 50416487297798.625, -50304830496558.82, 50225278978823.25, -50177629182269.594, 25080879706811.641, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
-1247226131961737, 2534310932845718.5, -2661858882031126, 2905360271304542, -3331489530267990.5, 4104145343693595, -5723051464313412, 10697530265002732, -611013545752188.25, -9470581459244564, 4481103048185737, -2836387540252394, 2025791189641183, -1547501175323519.7, 1234449998970575, -1015173777674643.4, 854035109162756.12, -731302667108706.5, 635186529575957.75, -558220224152557.37, 495453366415798.19, -443479596821171.44, 399881921636746.31, -362900499597434.81, 331225434906791.94, -303863018272518.81, 280046791382064.03, -259176875996157.09, 240777641851055.06, -224467575656344.16, 209937450350213.56, -196934254251155, 185249189253194, -174708590323570.75, 165166973253271.87, -156501653761361.31, 148608541067748.28, -141398819229591.94, 134796306531517.05, -128735337761296.7, 123159053327571.08, -118018007571391.22, 113269029456211.95, -108874284260845.17, 104800496451589.91, -101018302629318.73, 97501710084038.234, -94227641580543.312, 91175550933118.266, -88327096988863.531, 85665866037473.516, -83177134555637.297, 80847665693087.078, -78665534102455.266, 76619974673167.906, -74701251501551.625, 72900544054341.859, -71209847991180.75, 69621888527073.383, -68130044556599.531, 66728282042473, -65411095403285.305, 64173455828080.641, -63010765606061.641, 61918817694051.898, -60893759857033.891, 59932062811935.047, -59030491884924.531, 58186081760319.437, -57396113956826.281, 56658096715946.242, -55969747029332.133, 55328974567845.484, -54733867305970.117, 54182678661882.93, -53673815996517.953, 53205830334938.781, -52777407190716.32, 52387358389183.977, -52034614798738.273, 51718219891049.852, -51437324061383.852, 51191179649404.469, -50979136609029.234, 50800638783257.695, -50655220746554.633, 50542505183438.852, -50462200777514.266, 50414100590371.82, -25199040457336.492, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
987206300803858.75, -1999301397185647.2, 2077846720541859.2, -2223301605398050.2, 2464534293152263, -2863309395634880, 3567324902537963.5, -5023367242935262, 9470581459244564, -480936222606517.5, -8505628835080215, 4049058495719610.5, -2577026321245028.5, 1849752295066375.2, -1419472154980183, 1137057646281539.2, -938683405365064, 792498059044429.5, -680850807241685.5, 593184002037365.62, -522803843841171.5, 465266672650608.25, -417510721994305.94, 377360467309475.69, -343229594547475.56, 313935623258506.94, -288580158394717.87, 266469211539998.62, -247058801663585.81, 229916966952558.94, -214696701760506.19, 201116330584248.16, -188945046452604.44, 177992100324540.87, -168098613654106.84, 159131303511154.34, -150977620947311.31, 143541946537847.81, -136742585709681.09, 130509375459306.17, -124781762964287.81, 119507251689657.97, -114640136077928.37, 110140464622156.45, -105973184997278.92, 102107435313045.17, -98515953398266.203, 95174582002213.891, -92061852386453.516, 89158632327946.406, -86447827316833.547, 83914125897822.359, -81543781812216.031, 79324426952960.719, -77244910226561.312, 75295158283302.562, -73466054776761.562, 71749335380407.484, -70137496250477.969, 68623714001573.555, -67201775571182.531, 65866016604745.617, -64611267204264.055, 63432804059086.164, -62326308123956.117, 61287827131951.789, -60313742332825, 59400738933924.344, -58545779794118.289, 57746081983217.492, -56999095872180.211, 56302486464402.297, -55654116716896.883, 55052032633203.359, -54494449938289.633, 53979742170243.742, -53506430044792.141, 53073171967131.18, -52678755581640.18, 52322090264112.195, -52002200473496.719, 51718219891049.852, -51469386284453.258, 51255037043080.133, -51074605338316.109, 50927616869827.383, -50813687165028.914, 50732519404852.383, -50683902754343.055, 25333855590857.398, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
