-1.#IND
6.6512361412261632e+018
6.6490149289295462e+018
2.5009210721226184e+018
2.4983240122430469e+018
1.0947820175314624e+018
1.0940543652852727e+018
6.8219294053806989e+017
6.8126808568822874e+017
4.3309952793205299e+017
4.3270928401363578e+017
3.1788201190165523e+017
3.173560657647728e+017
2.335851241555383e+017
2.3333018711759549e+017
1.8632499022303802e+017
1.8595444169008426e+017
1.482666302589248e+017
1.4808274542701018e+017
1.245697145414825e+017
1.2426670343571466e+017
1.0434878266485384e+017
1.0421260002768054e+017
90982324242312768
90692433498944128
79095465190984256
79014665599763968
71105707120811288
70734027167542776
63779165207395536
63632700997498000
59325011480287200
58303155703184640
55219486309191696
53725811812961912
51683218903287392
49766664663163104
47842990779173040
45994665013352912
44175967832473032
42390308211056208
40641965212534992
38931045430397360
37256841076118128
35619368425848624
34018700353964512
32454834449235836
30927764844027392
29437491779400072
27984015610242904
26567336320572896
25187453894387028
23844368332411040
22538079635172092
21268587802653504
20035892834850968
18839994731762876
17680893493385124
16558589119714962
15473081610754144
14424370966501030
13412457186960610
12437340272136476
11499020222026474
10597497036622008
9732770715924196
8904841259937662
8113708668664532
7359372942100373
6641834080242702
5961092083094498
5317146950662022
4709998682943872
4139647279933878.5
3606092741627736.5
3109335068032030
2649374259153870.5
2226210314984347.2
1839843235521443
1490273020761719.2
1177499670743325.2
901523185365262
662343565026984
459960806033849.62
-445579.77902402502
18398433429703.805
73593727348735.031
165585902519261.16
294374917201661.94
-1.#IND
-1.#IND
1.7503253003226803e+018
1.7497407707709394e+018
6.5813712424280499e+017
6.5745368743239168e+017
2.8810053092931533e+017
2.8790904349610538e+017
1.7952445803636611e+017
1.7928107518114464e+017
1.1397355998209006e+017
1.1387086421408477e+017
83653161026772128
83514754148647184
61469769514594592
61402680820399944
49032892163966912
48935379392137440
39017534278655696
38969143533414344
32781503826705828
32701764062028152
27460205964437616
27424368428336816
23942716905871764
23866429868142964
20814596102890640
20793333052569280
18712028189687568
18614217675669400
16783990844051726
16745447630920760
15611845126391422
15342935711364288
14531443765576804
14138371529726578
13600847079813890
13096490700833038
12590260731359894
12103859214041514
11625254692755368
11155344266063882
10695254003299696
10245011955369356
9804431862138228
9373518006805856
8952289566834790
8540745907694324
8138885485270518
7746708362999194
7364214634271632
6991404294882784
6628277340623674
6274833771685674
5931073588204717
5596996790174093
5272603377593009
4957893350463232
4652866708784757
4357523452556637
4071863581778556.5
3795887096450424.5
3529593996571845.5
3272984282142196
3026057953162278
2788815009634436
2561255451558314.5
2343379278931973.5
2135186491753924.7
1936677090025163
1747851073747131
1568708442920139
1399249197543429.2
1239473337616603.7
1089380863139888.5
948971774113186.75
818246070535811.5
697203752408582.25
585844819732335.37
484169272506932.81
392177110728876.37
309868334407094.06
237242943517500.66
174300938165485.16
121042317377689.14
-117960.42902431716
4841693006612.9395
19366770353543.383
43575237503514.984
77467083473280.859
-1.#IND
