-1.#IND
3.3529473229430022e+017
3.3493004515854074e+017
1.2694681203493096e+017
1.2650072453655891e+017
56202249862002088
56083397056742200
35557925754697820
35381685594860572
23040936874809984
22979744503005812
17364744844423358
17236716080577854
13171997733985690
13153427632373018
11042525800458032
10843894003200490
9408811646324184
9123738986638222
8449459535794017
7896021803880186
7324891709478920
6797000772106104
6285292505683233
5792243620170003
5319505925799218
4867013722658892
4434618923838157.5
4022329484335877.5
3630152214985556.5
3258086763842024
2906132948880473
2574290778142510.5
2262560254212259
1970941377002437
1699434146496567.2
1448038562695324.5
1216754625598390.5
1005582335205006.4
814521691516937.12
643572694529962.75
492735344254857.56
362009640659812.81
251395583856822.5
160893173195987.81
-84185.321255722258
10055823541257.105
40223293235540.336
90502410229831
-1.#IND
-1.#IND
1.6392186912165802e+017
1.6374357763306454e+017
62062885883744440
61844798662318272
27476655488088948
27418549672184008
17383874813407976
17297712957487660
11264458027684684
11234541757024924
8489430812829146
8426838972726943
6439643336615294
6430564620271288
5398568169112817
5301459290453487
4599863471536287
4460494615689782
4130846884165944.5
3860277326341379.5
3581058169078582
3322978155251932
3072809669445278.5
2831763547638706.5
2600647341501653.5
2379428931077404.5
2168035918320763
1966472192342170
1774741082882240
1592842417878812.2
1420776108341785
1258542158202778.2
1106140568725545.2
963571339867593.12
830834471620453.25
707929963984429.25
594857816959316.87
491618030544962.44
398210604741393.81
314635539548641.62
240892834967113.59
176982490995130.75
122904507641810.52
78658884807162.078
36058.194876393718
4916180203871.002
19664721659249.203
44245622723907.305
-1.#IND
