825866666666667, -1008168499316801.5, 259878417980556.12, -121600000000000.03, 73576409414020.687, -51804281007672.164, 40533333333333.336, -34427219675526.551, 31345172605423.211, -15200000000000
2.5335628163408804e+018, -3.6606784601971169e+018, 1.3690649335646067e+018, -3.4795603253449818e+017, 1.6895865391402163e+017, -1.0735840970262797e+017, 79582839934285408, -65625647170317584, 58861127531216536, -28411821680449788
-1.7397801626724909e+017, 6.7670262883460493e+017, -8.5604513930560218e+017, 4.2834353781105946e+017, -1.0735840970262798e+017, 51533791141848376, -32980324104602344, 25076138084338560, -21575943127054452, 10281736635284372
40533333333333320, -1.0735840970262795e+017, 3.131305074698775e+017, -4.5397333333333376e+017, 2.5318525725574947e+017, -65625647170317616, 32426666666666712, -21575943127054492, 17364235274373348, -8106666666666676
-16490162052301184, 38601275293545168, -65625647170317616, 2.2167362225465552e+017, -3.4727640049728307e+017, 2.0790273438444483e+017, -56823643360899576, 29858717251373988, -21575943127054452, 9755447023836388
9755447023836390, -21575943127054456, 29858717251373988, -56823643360899576, 2.0790273438444483e+017, -3.4727640049728307e+017, 2.2167362225465552e+017, -65625647170317616, 38601275293545168, -16490162052301184
-8106666666666675, 17364235274373348, -21575943127054480, 32426666666666708, -65625647170317616, 2.5318525725574944e+017, -4.5397333333333376e+017, 3.131305074698775e+017, -1.0735840970262797e+017, 40533333333333328
10281736635284372, -21575943127054452, 25076138084338560, -32980324104602344, 51533791141848376, -1.0735840970262798e+017, 4.2834353781105946e+017, -8.5604513930560192e+017, 6.7670262883460493e+017, -1.7397801626724909e+017
-28411821680449792, 58861127531216544, -65625647170317608, 79582839934285424, -1.0735840970262798e+017, 1.6895865391402166e+017, -3.4795603253449824e+017, 1.3690649335646072e+018, -3.6606784601971174e+018, 2.5335628163408804e+018
15200000000000, -31345172605423.211, 34427219675526.551, -40533333333333.336, 51804281007672.164, -73576409414020.687, 121600000000000.03, -259878417980556.12, 1008168499316801.5, -825866666666666.75
