-1.#IND
6049478225950030
6011629600552345
3231096386263798
3210880997071665.5
2443897072170961.5
2368264114241844
1963658197325017.2
1951372548754366
1305313731756268.2
1264917292936324.2
1222538179952858.7
1185456125843154.7
936469026886521.37
793288005997198.25
768737578294424.75
784069065741527.25
652971801496961.75
633165846908192.37
628864222223261.5
500178953556953.75
497739355380435.37
418780369194701.75
396835401160607
384798581321543.12
381227025000888.19
335883664670505.06
303977469213566.31
280075075468594.94
265848354585742.94
254508503164440.84
204129073425875.03
203617769470240.72
194495388998857.5
161565994424354.19
149591341670969.44
123746138877518.31
124477067077470.45
103882239933257.34
90912256771368.078
70018350816206.617
63133124987747.156
66484643232293.086
40405205872724.164
37397612131900.109
2.9102794616533236
31119267023336.055
2525325388141.4849
4155290236812.2129
10101301552540.586
7779816757241.96
22727928493671.758
16621160946913.318
-1.#IND
-1.#IND
-1.#IND
-1.#IND
-1.#IND
-1008.9943802179316
7.7324795182968176
