1.#INF
4401959164046222.5
4374418259327907
1778324462212589.7
1723289436078878.2
889591290957124.87
862608188974938.12
681430407843356.75
570535156962912
457598907304424.25
362184676907312.5
277403394740115.91
203799236732728.34
141526380952259.41
90576896991853.812
50949504984530.727
3.3000371909267634
5661056109304.4473
22644224437222.035
1.#INF
