1.#INF
23396282922864488
23326390802035660
9031102194548116
8933335876596439
4125452299016256
4106219675862889.5
2751381464417904
2687859211319497
1941546508839207
1881672513186184.2
1631152949707275
1455215511681724.7
1271776562109614
1109300028306714.7
956785638622503.5
815203833417744.87
684986632689049.37
566105463596268.37
458545550396578.94
362307591424745.81
277391749351380.84
203798019934794.03
141526402732606.84
90576897748714.375
50949504986275.555
4550.8536812476223
5661056087451.4502
22644224438955.57
1.#INF
