1.#INF
75991058400893600
75862056131386288
28940629596240532
28776468348028756
12936004398550408
12894769486616922
8299847103666743
8227315269487391
5477238366740691
5461891333249439
4263537561129232
4179816719347335.5
3410603688376310
3305906239403895.5
2989735105138046.5
2746668878302696
2493774018694012
2264060715298230
2043788210000474.3
1834212420358959.2
1636039467907434.7
1449229374269433.5
1273737726348419.7
1109567011644225.1
956718481738230
815192079664941
684987789227494.12
566105610930503.87
458545544853644.75
362307590995524.06
277391749355925.78
203798019934948.31
141526402732628.12
90576897748905.187
50949504983718.891
-49.110686593433165
5661056109271.4717
22644224437154.457
1.#INF
