-1.#IND
14306367283150236
14216859342815704
5779554502190920
5600690667256353
2891171695610674.5
2803476614168569.5
2214648825490911
1854239260129466.7
1487196448739353.5
1177100199948702.5
901561032905333.75
662347519381411.75
459960738094920.19
294374915223541.69
165585891199707.94
-19.041837766773828
18398432355223.645
73593729420976.5
-1.#IND
-1.#IND
3764833495565853
3741278774425184.5
1520935395313398.7
1473865965067459.2
760834656739650.62
737757003728570.37
582802322497612.37
487957700034078.19
391367486510359.81
309763210512809.62
237252903396129.72
174301978784577.66
121042299498668.11
77467082953571.297
43575234526241.258
-4.1354394915993531
4841692725056.8037
19366770900253.531
-1.#IND
