1.#INF
1.8875851595827254e+017
1.8855321060777082e+017
71466353441886992
71215222702062776
31639785107497292
31572875380091724
20017795239681640
19918578557106604
12971194092485576
12936745053543966
9775708208712328
9703632756473440
7415346872466018
7404892593039623
6216533043220808
6104710698098038
5296812482375088
5136327133218541
4756732775706265
4445167830332531.5
4123642740151081
3826459693926331.5
3538386892088403.5
3260818630614387
2994684817487207.5
2739948466089620
2496526208975633.5
2264422524515003.5
2043641246954741.5
1834182178162819
1636045215665878
1449230363990958.5
1273737624593039.2
1109566997423461.4
956718482472564.75
815192079740063.25
684987789225832.62
566105610930091.5
458545544853929.25
362307590994718.56
277391749358313.22
203798019927005.84
141526402763895.37
90576897502980.203
-47461.49018446968
5661056215698.3428
22644224339893.562
50949505018230.828
1.#INF
